8,4,7,3,1,6,5,2,9
9,1,2,7,8,5,6,3,4
3,5,6,4,2,9,7,8,1
1,2,4,6,5,8,3,9,7
7,6,9,1,4,3,8,5,2
5,3,8,2,9,7,4,1,6
2,8,5,9,7,4,1,6,3
6,7,1,8,3,2,9,4,5
4,9,3,5,6,1,2,7,8
